,Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Credit_Score,Loan_Purpose,Bank_Account_History,Transaction_Frequency,Loan_Approval_Status
0,30349,Male,36,Married,2,Postgraduate,Self-Employed,Professional,Own,21644.999564375827,688,Education,1,7,1
0,30351,Male,32,Single,2,High School,Unemployed,Professional,Rent,22865.521900770174,654,Home,8,14,1
0,30415,Male,37,Married,2,Graduate,Unemployed,Professional,Own,21040.437631695266,725,Personal,3,9,1
0,30435,Male,28,Single,1,Graduate,Employed,Freelancer,Own,21548.475315403335,724,Education,7,24,0
0,30440,Female,34,Divorced,2,High School,Employed,Professional,Other,21040.437631695266,434,Home,2,11,0
0,30485,Male,38,Married,2,Graduate,Unemployed,Professional,Own,22138.84482958498,799,Personal,7,19,1
0,30569,Female,28,Single,2,Graduate,Employed,Salaried,Rent,26150.9858860399,785,Personal,4,16,1
0,30636,Male,28,Married,0,Postgraduate,Employed,Professional,Own,25215.013485031894,838,Education,2,13,1
0,30720,Male,42,Married,2,Postgraduate,Employed,Freelancer,Own,21569.855102186928,324,Vehicle,3,13,1
0,30915,Male,34,Single,3,High School,Employed,Salaried,Own,20813.768039675455,327,Education,5,17,0
0,31008,Female,35,Married,2,Graduate,Employed,Salaried,Rent,21040.437631695266,323,Education,5,8,0
0,31048,Male,31,Divorced,3,High School,Employed,Business,Own,21876.573615108067,848,Home,8,6,1
0,31095,Male,37,Married,3,Graduate,Unemployed,Salaried,Rent,21040.437631695266,550,Vehicle,0,16,0
0,31101,Male,30,Single,3,Postgraduate,Unemployed,Professional,Rent,21040.437631695266,679,Home,6,26,0
0,31123,Male,32,Married,0,High School,Employed,Salaried,Other,21068.92337644315,585,Personal,5,13,0
0,31145,Female,22,Divorced,0,High School,Employed,Business,Own,21659.158118917952,746,Home,5,6,1
0,31203,Male,57,Married,2,Postgraduate,Employed,Freelancer,Rent,20555.71750563185,372,Home,3,21,0
0,31261,Male,39,Single,2,Graduate,Employed,Professional,Own,22484.18090947902,374,Home,3,28,1
0,31264,Male,42,Single,0,High School,Employed,Professional,Own,23272.586842999466,659,Vehicle,7,14,1
0,31301,Male,24,Single,2,Graduate,Employed,Business,Own,20881.176811127734,690,Education,1,12,1
0,31325,Male,24,Single,2,Graduate,Unemployed,Salaried,Own,21546.87105320768,849,Personal,3,28,1
0,31331,Male,33,Single,0,High School,Employed,Professional,Own,22027.891114416,617,Vehicle,3,7,1
0,31377,Male,47,Married,0,High School,Unemployed,Professional,Rent,20819.01968946008,832,Home,6,9,1
0,31490,Male,34,Married,3,Graduate,Employed,Freelancer,Own,21259.334932540303,804,Home,3,19,0
0,31537,Female,36,Divorced,0,Postgraduate,Employed,Salaried,Rent,22291.89349541151,824,Home,1,13,0
0,31570,Female,59,Divorced,0,Graduate,Employed,Professional,Own,21741.214248894783,747,Personal,8,26,0
0,31616,Male,27,Married,2,High School,Employed,Salaried,Own,20514.158221199967,647,Vehicle,4,13,1
0,31723,Male,35,Married,2,Graduate,Employed,Professional,Own,20469.592569937035,693,Personal,6,16,1
0,31773,Male,21,Single,2,High School,Self-Employed,Professional,Own,20747.043388562473,318,Home,4,27,0
0,31855,Male,35,Married,2,High School,Employed,Business,Own,21806.425283757068,714,Home,0,19,1
0,31877,Female,40,Married,1,Graduate,Employed,Professional,Own,23391.338845916107,849,Home,2,22,1
0,32094,Male,50,Single,0,High School,Employed,Professional,Rent,24903.84579548412,847,Personal,8,26,1
0,32164,Female,24,Married,2,Graduate,Self-Employed,Freelancer,Rent,20655.785840022072,801,Home,4,24,1
0,32170,Male,69,Single,3,Graduate,Employed,Freelancer,Own,23302.823251695616,670,Home,9,17,0
0,32203,Female,29,Married,0,High School,Unemployed,Salaried,Own,21040.437631695266,476,Vehicle,6,10,0
0,32221,Male,32,Married,3,Graduate,Employed,Salaried,Own,24379.4330073346,750,Home,7,28,1
0,32349,Male,44,Single,2,Graduate,Employed,Professional,Own,20818.79769240998,631,Education,7,8,1
0,32350,Female,32,Married,3,Graduate,Employed,Professional,Own,23193.039040246673,533,Home,8,17,1
0,32442,Male,41,Single,1,Postgraduate,Employed,Salaried,Rent,22441.06867187693,722,Personal,2,22,0
0,32467,Male,26,Married,1,Graduate,Self-Employed,Salaried,Own,20881.372127484603,846,Vehicle,0,28,1
0,32552,Male,44,Married,0,Graduate,Self-Employed,Professional,Own,24007.62694327242,834,Home,2,24,1
0,32591,Female,40,Married,2,Graduate,Employed,Professional,Rent,20722.721200199558,318,Personal,9,8,0
0,32613,Male,52,Married,0,Graduate,Employed,Salaried,Own,21623.78430853384,512,Home,0,16,0
0,32753,Female,39,Married,2,Graduate,Self-Employed,Salaried,Rent,21040.437631695266,713,Home,9,15,0
0,32777,Male,33,Married,3,Graduate,Unemployed,Salaried,Own,21040.437631695266,551,Personal,0,12,0
0,32931,Male,30,Single,0,Graduate,Employed,Business,Rent,20505.4695508307,841,Personal,5,17,0
0,33023,Male,41,Single,0,High School,Unemployed,Business,Rent,20586.479318748577,469,Home,2,9,0
0,33191,Male,49,Married,0,Postgraduate,Employed,Freelancer,Own,21040.437631695266,708,Home,2,24,1
0,33268,Male,54,Divorced,2,Postgraduate,Self-Employed,Business,Rent,21040.437631695266,622,Home,3,8,0
0,33284,Male,41,Single,0,Graduate,Employed,Freelancer,Other,22421.52882674588,785,Home,3,7,1
0,33291,Male,40,Single,1,Graduate,Self-Employed,Salaried,Rent,21031.09596846214,636,Personal,9,25,0
0,33324,Male,26,Single,3,Postgraduate,Employed,Salaried,Other,22478.215380120335,840,Personal,9,21,1
0,33329,Male,23,Single,2,Postgraduate,Employed,Professional,Own,21419.36059964717,323,Home,8,6,0
0,33404,Male,56,Single,3,High School,Self-Employed,Salaried,Own,22928.318674955073,698,Home,6,20,0
0,33484,Male,58,Married,2,Graduate,Self-Employed,Professional,Rent,20910.303918693713,777,Education,1,18,1
0,33496,Male,39,Single,3,Graduate,Employed,Professional,Own,23453.140567067498,305,Home,5,26,1
0,33514,Male,41,Single,1,High School,Unemployed,Business,Rent,20652.8530161275,357,Education,0,28,0
0,33689,Male,34,Single,2,Graduate,Employed,Business,Rent,20715.272497945276,801,Vehicle,9,18,1
0,33746,Male,42,Divorced,3,Graduate,Employed,Business,Own,21040.437631695266,834,Education,4,20,1
0,33769,Male,58,Married,2,High School,Unemployed,Professional,Own,21861.645767244405,809,Personal,1,6,1
0,33773,Female,58,Single,0,Graduate,Unemployed,Freelancer,Rent,21990.715331058178,530,Personal,2,15,0
0,33780,Female,51,Married,3,High School,Self-Employed,Business,Own,21040.437631695266,603,Education,0,20,1
0,33958,Male,51,Single,0,High School,Employed,Business,Rent,24168.755754426405,481,Personal,8,23,1
0,33995,Male,30,Married,3,Postgraduate,Employed,Salaried,Rent,27171.421494438564,847,Home,0,8,1
0,34136,Male,42,Single,0,High School,Unemployed,Salaried,Other,23039.729040450533,541,Education,6,15,1
0,34218,Male,39,Married,0,Graduate,Employed,Freelancer,Own,20953.499618977195,395,Education,6,8,1
0,34227,Male,33,Divorced,2,Postgraduate,Self-Employed,Freelancer,Own,22440.312034781666,843,Home,2,12,1
0,34231,Female,33,Divorced,3,Postgraduate,Unemployed,Business,Rent,21176.45033283258,846,Home,5,20,1
0,34271,Male,28,Married,3,Graduate,Self-Employed,Business,Own,20296.088705965478,680,Home,6,24,0
0,34282,Male,35,Divorced,1,High School,Employed,Business,Own,22300.7306198944,305,Vehicle,9,11,1
0,34318,Male,27,Married,2,Graduate,Employed,Business,Own,22897.88934432324,302,Personal,1,27,1
0,34570,Male,30,Single,1,High School,Employed,Salaried,Other,21040.437631695266,304,Personal,4,7,0
0,34598,Male,37,Married,0,High School,Employed,Freelancer,Rent,21040.437631695266,303,Vehicle,7,23,0
0,34614,Male,46,Single,1,Postgraduate,Self-Employed,Professional,Own,20925.183194013287,599,Home,6,14,0
0,34777,Male,46,Single,3,High School,Employed,Salaried,Own,21134.53804230562,316,Home,8,8,0
0,34903,Male,48,Divorced,1,Postgraduate,Self-Employed,Freelancer,Own,21040.437631695266,713,Education,9,16,0
0,35116,Male,48,Single,3,Graduate,Employed,Business,Rent,23172.416232618514,814,Personal,9,12,1
0,35230,Male,29,Married,2,High School,Self-Employed,Business,Rent,22478.661768641727,607,Home,1,24,1
0,35337,Male,60,Single,1,High School,Employed,Professional,Own,21868.232135811002,849,Education,5,21,1
0,35496,Female,52,Divorced,0,High School,Self-Employed,Salaried,Own,21458.879837227265,452,Education,1,12,0
0,35524,Male,37,Married,0,Graduate,Self-Employed,Freelancer,Own,22285.279419971168,849,Home,1,11,1
0,35564,Male,39,Married,2,High School,Employed,Salaried,Own,20916.523940818617,814,Home,7,9,0
0,35809,Male,69,Divorced,1,Graduate,Employed,Business,Rent,21836.91413285842,846,Home,4,17,0
0,35872,Male,32,Single,2,Postgraduate,Employed,Professional,Rent,21883.101491385656,765,Education,1,27,1
0,35873,Female,36,Married,1,High School,Employed,Professional,Own,20956.62673304813,831,Home,9,17,1
0,36065,Female,36,Married,1,Postgraduate,Self-Employed,Business,Own,22045.59649085722,849,Personal,9,10,1
0,36204,Male,21,Divorced,1,Graduate,Employed,Business,Rent,22524.214263494094,611,Home,9,17,1
0,36337,Female,54,Single,0,High School,Employed,Professional,Own,21475.07467595931,692,Personal,8,12,0
0,36354,Male,51,Single,1,Postgraduate,Employed,Salaried,Other,21040.437631695266,549,Personal,9,18,1
0,36414,Male,23,Single,2,Graduate,Self-Employed,Professional,Own,21434.909628778918,820,Home,4,22,1
0,36547,Female,33,Single,2,Graduate,Self-Employed,Business,Rent,20821.199638921255,711,Home,1,18,1
0,36574,Female,43,Married,3,Graduate,Employed,Salaried,Rent,20794.182358481674,320,Education,4,7,1
0,36867,Male,27,Single,2,High School,Self-Employed,Freelancer,Rent,21040.437631695266,645,Home,9,7,0
0,36958,Male,34,Married,2,Graduate,Employed,Freelancer,Own,28443.288088477784,501,Home,2,9,1
0,37168,Female,36,Married,2,Graduate,Employed,Business,Own,21987.0060305785,808,Vehicle,3,26,1
0,37208,Male,44,Single,1,High School,Self-Employed,Professional,Other,21115.784593504595,835,Personal,3,13,1
0,37278,Male,45,Single,2,High School,Unemployed,Professional,Own,22041.823567185987,781,Vehicle,5,17,1
0,37339,Male,60,Single,1,High School,Employed,Professional,Rent,21217.47429309896,368,Vehicle,6,6,0
0,37385,Male,36,Married,0,High School,Employed,Salaried,Rent,20576.15936343026,826,Home,5,12,1
0,37420,Female,36,Single,3,High School,Employed,Professional,Own,27171.421494438564,565,Home,9,28,1
0,37453,Male,33,Married,0,Graduate,Employed,Freelancer,Rent,21823.2761938945,818,Vehicle,1,21,1
0,37455,Female,24,Divorced,2,High School,Employed,Freelancer,Own,21823.2761938945,303,Home,2,28,1
0,37487,Female,44,Married,0,Graduate,Employed,Professional,Own,23554.968458970397,748,Home,2,25,1
0,37490,Female,31,Married,3,Graduate,Employed,Business,Own,20995.258324487986,827,Personal,1,7,1
0,37503,Female,35,Married,2,Graduate,Self-Employed,Freelancer,Own,21040.437631695266,627,Education,5,22,0
0,37508,Female,45,Married,1,Graduate,Employed,Salaried,Own,20559.365577341156,742,Home,7,9,1
0,37657,Male,34,Single,3,Graduate,Self-Employed,Professional,Own,21429.057663396557,601,Home,0,17,0
0,37677,Male,24,Divorced,0,High School,Unemployed,Salaried,Own,21040.437631695266,849,Personal,4,8,1
0,37748,Female,35,Single,2,Graduate,Unemployed,Freelancer,Own,20893.496450197825,848,Home,1,21,1
0,37767,Female,53,Single,0,High School,Employed,Salaried,Own,20980.898638566105,516,Education,7,16,1
0,37773,Male,40,Married,2,Postgraduate,Self-Employed,Professional,Own,22256.44716827143,447,Vehicle,4,26,1
0,37952,Female,22,Married,3,Graduate,Employed,Business,Rent,21644.999564375827,486,Personal,8,20,0
0,37991,Male,36,Divorced,3,High School,Employed,Business,Own,23216.340521063354,827,Home,0,14,1
0,38004,Male,57,Married,3,Graduate,Employed,Business,Own,23249.022317912328,789,Education,1,6,1
0,38027,Male,38,Married,2,Graduate,Self-Employed,Professional,Rent,20855.257885892897,328,Vehicle,7,24,0
0,38111,Male,51,Divorced,3,Graduate,Self-Employed,Professional,Rent,21130.036872533205,521,Home,0,8,1
0,38118,Male,39,Divorced,0,Graduate,Self-Employed,Professional,Other,22574.992753618364,847,Home,3,17,1
0,38162,Male,40,Married,1,Graduate,Employed,Professional,Rent,21395.524478785326,378,Home,9,8,0
0,38208,Male,45,Single,3,Postgraduate,Employed,Freelancer,Own,20551.022045683072,835,Home,8,18,1
0,38255,Male,56,Married,2,Graduate,Unemployed,Salaried,Rent,22397.314045276238,635,Education,0,13,1
0,38306,Male,38,Married,3,Postgraduate,Employed,Business,Rent,21661.73520023609,802,Home,4,10,1
0,38322,Male,47,Married,2,Graduate,Employed,Professional,Own,23654.899285172425,498,Vehicle,0,28,1
0,38345,Female,33,Single,1,Graduate,Self-Employed,Business,Rent,20868.829465183902,338,Vehicle,5,7,1
0,38372,Male,30,Married,3,Graduate,Employed,Business,Own,21755.640294489574,829,Education,4,13,1
0,38456,Male,50,Married,0,Graduate,Employed,Freelancer,Rent,23256.913646026136,743,Personal,9,15,1
0,38581,Male,32,Married,3,High School,Employed,Freelancer,Own,23891.043943891524,720,Personal,6,16,1
0,38637,Male,50,Married,1,Graduate,Employed,Salaried,Own,20956.08251531822,847,Home,2,16,0
0,38663,Male,36,Married,0,Postgraduate,Unemployed,Freelancer,Own,20618.747906912617,849,Home,0,8,1
0,38695,Male,40,Married,3,High School,Self-Employed,Freelancer,Own,21040.437631695266,848,Personal,3,28,1
0,38774,Male,56,Single,1,High School,Employed,Freelancer,Own,21270.776161094735,576,Home,2,29,0
0,38786,Male,26,Married,3,Postgraduate,Self-Employed,Freelancer,Own,21973.273340947588,663,Home,1,11,0
0,38813,Male,57,Single,3,Postgraduate,Employed,Business,Rent,20941.37119154194,778,Home,6,25,1
0,38861,Male,24,Single,0,Graduate,Unemployed,Freelancer,Own,21040.437631695266,712,Home,0,16,1
0,39025,Male,46,Single,2,Graduate,Unemployed,Business,Other,21732.698660971364,824,Education,8,22,1
0,39030,Male,54,Married,2,Graduate,Employed,Freelancer,Own,22770.586863345874,802,Home,0,26,1
0,39154,Female,49,Married,3,High School,Employed,Salaried,Rent,21040.437631695266,846,Education,7,24,1
0,39166,Male,42,Single,1,High School,Self-Employed,Freelancer,Own,22211.349271384526,704,Vehicle,0,12,0
0,39254,Male,32,Single,3,High School,Employed,Business,Rent,20880.98799391409,303,Vehicle,2,22,1
0,39280,Male,32,Divorced,0,Graduate,Unemployed,Business,Rent,24587.97717302486,681,Home,5,10,0
0,39289,Male,35,Married,2,Graduate,Employed,Professional,Rent,20874.417702175466,845,Education,3,10,1
0,39311,Male,28,Divorced,1,Graduate,Self-Employed,Freelancer,Own,22783.54752317389,435,Home,6,26,1
0,39327,Male,37,Single,3,Postgraduate,Employed,Business,Rent,20811.46871121507,581,Home,8,25,1
0,39342,Male,36,Single,2,Postgraduate,Self-Employed,Business,Rent,21695.44386171435,847,Education,0,29,1
0,39363,Male,63,Married,0,High School,Self-Employed,Business,Other,21899.45436191608,394,Vehicle,6,14,1
0,39410,Male,53,Married,1,Graduate,Self-Employed,Business,Rent,21040.437631695266,649,Home,9,12,0
0,39473,Male,45,Married,3,High School,Employed,Freelancer,Other,21850.0126429348,300,Vehicle,6,23,0
0,39495,Male,36,Married,0,Graduate,Employed,Freelancer,Other,21144.081521038835,482,Home,8,7,1
0,39525,Male,41,Married,2,High School,Employed,Professional,Rent,20542.61557495377,776,Education,0,11,1
0,39584,Male,21,Single,3,High School,Unemployed,Professional,Own,22902.78833007296,512,Education,7,6,1
0,39698,Female,28,Single,1,Postgraduate,Self-Employed,Freelancer,Own,20478.992383399,827,Home,4,10,1
0,39726,Female,40,Married,2,High School,Self-Employed,Professional,Own,23180.45704102646,848,Education,8,24,1
0,39735,Male,37,Married,1,Postgraduate,Employed,Professional,Other,21040.437631695266,701,Personal,4,14,1
0,39755,Male,64,Married,1,Graduate,Employed,Freelancer,Own,21040.437631695266,752,Education,1,19,1
0,39808,Female,46,Single,2,Graduate,Employed,Business,Rent,22254.666745088405,613,Home,2,16,0
0,39849,Female,30,Married,2,High School,Employed,Salaried,Own,22934.051945458566,302,Home,2,17,0
0,39852,Male,37,Single,0,High School,Self-Employed,Professional,Other,20936.50333326766,343,Education,9,27,0
0,40339,Male,54,Married,1,Graduate,Employed,Business,Rent,21293.856328981652,300,Education,2,12,0
0,40480,Male,23,Single,0,Postgraduate,Employed,Freelancer,Rent,22754.277776517167,849,Home,6,10,1
0,40508,Male,31,Married,0,Postgraduate,Self-Employed,Salaried,Other,21410.856299709347,842,Education,3,13,0
0,40565,Female,47,Single,3,High School,Unemployed,Salaried,Rent,21950.305026736147,616,Vehicle,7,13,0
0,40608,Female,59,Single,0,Postgraduate,Employed,Salaried,Own,21388.54918780584,669,Education,0,14,1
0,40677,Male,35,Married,2,Graduate,Employed,Salaried,Own,23026.392798556244,832,Personal,3,19,1
0,40797,Male,33,Divorced,0,High School,Self-Employed,Salaried,Own,21922.27969497661,316,Home,0,29,0
0,40906,Male,62,Married,0,High School,Employed,Salaried,Rent,20924.10741477974,704,Home,7,16,1
0,40940,Male,57,Single,3,High School,Unemployed,Business,Rent,21003.926813307236,679,Education,0,23,0
0,40983,Male,37,Single,2,Postgraduate,Employed,Salaried,Rent,21731.73986631584,848,Home,2,27,1
0,40984,Female,62,Married,2,Graduate,Self-Employed,Freelancer,Own,22009.44996654987,424,Education,5,21,0
0,41000,Male,38,Married,3,Postgraduate,Unemployed,Salaried,Own,20585.457242961667,398,Vehicle,3,21,0
0,41101,Male,51,Married,3,Graduate,Employed,Business,Own,21585.697618944236,344,Personal,8,16,0
0,41104,Female,52,Married,1,High School,Unemployed,Salaried,Own,21722.045196987638,827,Home,7,26,0
0,41149,Female,25,Married,1,High School,Self-Employed,Salaried,Own,22732.5528510224,570,Education,6,11,1
0,41309,Male,34,Married,2,High School,Self-Employed,Freelancer,Own,22689.944468050202,416,Education,7,13,0
0,41358,Female,57,Single,1,Postgraduate,Unemployed,Salaried,Own,20705.39893114835,751,Home,3,8,0
0,41377,Male,23,Single,1,Graduate,Employed,Freelancer,Own,20775.560260785795,848,Education,3,7,0
0,41579,Female,49,Single,2,Graduate,Unemployed,Salaried,Own,21331.903339591576,519,Education,4,14,0
0,41582,Male,27,Married,3,High School,Employed,Freelancer,Own,20823.96622157338,846,Home,6,28,1
0,41707,Female,25,Single,3,Graduate,Employed,Salaried,Own,21040.437631695266,849,Education,8,21,1
0,41724,Male,31,Married,3,High School,Employed,Salaried,Own,21431.10249909072,311,Home,2,24,1
0,41813,Male,57,Married,0,Graduate,Unemployed,Salaried,Rent,22105.997133553727,707,Home,5,19,1
0,41894,Female,39,Married,2,High School,Employed,Business,Other,20762.072828296525,414,Vehicle,6,6,1
0,41903,Male,29,Divorced,0,High School,Unemployed,Freelancer,Own,20835.286018767583,472,Personal,3,6,1
0,41910,Male,32,Single,2,Graduate,Unemployed,Salaried,Own,28125.746791788937,664,Personal,5,11,1
0,41973,Female,24,Married,3,Graduate,Self-Employed,Freelancer,Own,22000.303961733785,834,Vehicle,2,6,1
0,42061,Male,63,Married,0,Graduate,Unemployed,Professional,Rent,24714.80829508845,571,Personal,6,29,1
0,42090,Male,33,Married,1,High School,Employed,Business,Rent,20485.30202528835,686,Education,1,7,1
0,42134,Male,28,Married,2,Graduate,Unemployed,Professional,Own,20344.45464571321,816,Home,7,18,0
0,42147,Male,25,Single,2,Postgraduate,Self-Employed,Freelancer,Rent,21965.197642402338,734,Home,1,25,1
0,42297,Male,50,Married,3,High School,Self-Employed,Salaried,Own,23391.380577256805,428,Home,6,10,0
